   1.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.6602059e-01	  -9.8612229e-01	   0.0000000e+00	
  -1.0996723e-01	  -6.6380222e-01	   7.3977958e-01	
   9.0124247e-01	   4.1911276e-01	  -1.1002960e-01	
  -1.6902341e-01	   6.0108326e-01	   7.8110819e-01	
  -8.1471083e-01	   3.8586304e-01	   4.3284637e-01	
   6.5603543e-01	  -3.6601977e-01	   6.6003564e-01	
   5.8224081e-01	  -8.0033101e-01	   1.4305917e-01	
   9.0018861e-01	  -2.5905428e-01	   3.5007335e-01	
   6.9329922e-01	   6.9830138e-01	   1.7807686e-01	
   3.5685283e-01	   9.2361909e-01	  -1.3994229e-01	
   5.4314069e-01	   4.8812644e-01	  -6.8317697e-01	
  -5.2514443e-01	   3.9610894e-01	   7.5320716e-01	
  -6.3921641e-01	  -6.8923334e-01	   3.4111549e-01	
  -3.2996618e-01	   1.2998668e-02	  -9.4390325e-01	
  -5.2402882e-01	   7.8304307e-01	   3.3501843e-01	
   6.0876050e-01	   6.4974438e-02	  -7.9068893e-01	
   2.2055894e-01	   2.2356656e-01	  -9.4940600e-01	
  -3.9993182e-03	   9.0984488e-01	  -4.1492926e-01	
  -5.1070107e-01	  -6.2663321e-01	  -5.8865544e-01	
   4.1383657e-01	  -7.3670906e-01	   5.3478880e-01	
  -6.7893109e-01	  -1.3898589e-01	  -7.2092683e-01	
   8.8394873e-01	   2.9598283e-01	   3.6197901e-01	
   2.6199515e-01	  -4.3199201e-01	   8.6298403e-01	
   8.7981966e-02	  -1.8496209e-01	  -9.7879937e-01	
   2.9395753e-01	   9.0686897e-01	   3.0195637e-01	
   8.8704480e-01	   8.9004495e-02	  -4.5302288e-01	
   2.5697700e-01	   4.4296036e-01	   8.5892313e-01	
   8.5992863e-02	  -8.6692805e-01	  -4.9095925e-01	
   8.6325470e-01	  -5.0414875e-01	  -2.5007378e-02	
